,puzzle,difficulty,results,solution
324,1....6....2.4..6...9...28.....9...7.483...9........214...34.....3..5.1..8......9.,4,"(6, 0)","[1, 4, 5, 8, 3, 6, 7, 2, 9, 7, 2, 8, 4, 9, 5, 6, 3, 1, 3, 9, 6, 1, 7, 2, 8, 4, 5, 5, 1, 2, 9, 6, 4, 3, 7, 8, 4, 8, 3, 2, 1, 7, 9, 5, 6, 6, 7, 9, 5, 8, 3, 2, 1, 4, 2, 6, 1, 3, 4, 9, 5, 8, 7, 9, 3, 4, 7, 5, 8, 1, 6, 2, 8, 5, 7, 6, 2, 1, 4, 9, 3]"
325,...3...4...4..53...2..7...5.....9..3..6..8.7.8.7.5.1...924...3.....9......8.....7,4,"(26, 55)","[1, 5, 9, 3, 2, 6, 7, 4, 8, 7, 8, 4, 9, 1, 5, 3, 2, 6, 6, 2, 3, 8, 7, 4, 9, 1, 5, 2, 1, 5, 7, 6, 9, 4, 8, 3, 9, 3, 6, 1, 4, 8, 5, 7, 2, 8, 4, 7, 2, 5, 3, 1, 6, 9, 5, 9, 2, 4, 8, 7, 6, 3, 1, 3, 7, 1, 6, 9, 2, 8, 5, 4, 4, 6, 8, 5, 3, 1, 2, 9, 7]"
326,.1......4.758.....6....41....32..4.6..1....5..8...9......46...2....7..1......3..8,4,"(18, 6)","[3, 1, 9, 6, 2, 5, 8, 7, 4, 4, 7, 5, 8, 3, 1, 2, 6, 9, 6, 2, 8, 7, 9, 4, 1, 3, 5, 5, 9, 3, 2, 1, 7, 4, 8, 6, 2, 4, 1, 3, 8, 6, 9, 5, 7, 7, 8, 6, 5, 4, 9, 3, 2, 1, 1, 3, 7, 4, 6, 8, 5, 9, 2, 8, 5, 4, 9, 7, 2, 6, 1, 3, 9, 6, 2, 1, 5, 3, 7, 4, 8]"
327,.7...8....8.26........3.1.............65..34.5..4..26..14.....8.....96....8....75,4,"(12, 3)","[4, 7, 2, 9, 1, 8, 5, 3, 6, 1, 8, 3, 2, 6, 5, 7, 9, 4, 6, 5, 9, 7, 3, 4, 1, 8, 2, 2, 4, 1, 3, 9, 6, 8, 5, 7, 8, 9, 6, 5, 7, 2, 3, 4, 1, 5, 3, 7, 4, 8, 1, 2, 6, 9, 3, 1, 4, 6, 5, 7, 9, 2, 8, 7, 2, 5, 8, 4, 9, 6, 1, 3, 9, 6, 8, 1, 2, 3, 4, 7, 5]"
328,.5...7.9.8.1..47.....6...........4.....8....3.45.2.1..5.27..8.4......9....94.3..7,4,"(9, 3)","[6, 5, 4, 2, 1, 7, 3, 9, 8, 8, 9, 1, 5, 3, 4, 7, 6, 2, 2, 7, 3, 6, 9, 8, 5, 4, 1, 3, 2, 8, 9, 7, 1, 4, 5, 6, 9, 1, 6, 8, 4, 5, 2, 7, 3, 7, 4, 5, 3, 2, 6, 1, 8, 9, 5, 3, 2, 7, 6, 9, 8, 1, 4, 4, 6, 7, 1, 8, 2, 9, 3, 5, 1, 8, 9, 4, 5, 3, 6, 2, 7]"
329,4......9......91.8....3..5.5.46.......1....87......9..648....3.3.91.846..........,4,"(12, 2)","[4, 1, 2, 7, 8, 5, 3, 9, 6, 7, 5, 3, 4, 6, 9, 1, 2, 8, 8, 9, 6, 2, 3, 1, 7, 5, 4, 5, 8, 4, 6, 9, 7, 2, 1, 3, 9, 3, 1, 5, 2, 4, 6, 8, 7, 2, 6, 7, 8, 1, 3, 9, 4, 5, 6, 4, 8, 9, 7, 2, 5, 3, 1, 3, 7, 9, 1, 5, 8, 4, 6, 2, 1, 2, 5, 3, 4, 6, 8, 7, 9]"
330,...5.87.6...3...8.35.....9.9.....1.2..78..3.......4....1....6..23..17.....6......,4,"(16, 42)","[4, 2, 1, 5, 9, 8, 7, 3, 6, 6, 7, 9, 3, 4, 2, 5, 8, 1, 3, 5, 8, 1, 7, 6, 2, 9, 4, 9, 8, 3, 7, 6, 5, 1, 4, 2, 5, 4, 7, 8, 2, 1, 3, 6, 9, 1, 6, 2, 9, 3, 4, 8, 7, 5, 7, 1, 5, 4, 8, 9, 6, 2, 3, 2, 3, 4, 6, 1, 7, 9, 5, 8, 8, 9, 6, 2, 5, 3, 4, 1, 7]"
331,.28.9....9..7...85....8..2.1..5....2..4..31..........8..7........9...63..6..79...,4,"(11, 5)","[4, 2, 8, 3, 9, 5, 7, 6, 1, 9, 1, 3, 7, 6, 2, 4, 8, 5, 6, 7, 5, 4, 8, 1, 9, 2, 3, 1, 8, 6, 5, 4, 7, 3, 9, 2, 5, 9, 4, 8, 2, 3, 1, 7, 6, 7, 3, 2, 9, 1, 6, 5, 4, 8, 8, 5, 7, 6, 3, 4, 2, 1, 9, 2, 4, 9, 1, 5, 8, 6, 3, 7, 3, 6, 1, 2, 7, 9, 8, 5, 4]"
332,..36....9.8.9.......5..4.3.1..42......7.6.....26.73..5..12....6.4....91.......7..,4,"(18, 23)","[2, 7, 3, 6, 1, 5, 8, 4, 9, 6, 8, 4, 9, 3, 2, 5, 7, 1, 9, 1, 5, 7, 8, 4, 6, 3, 2, 1, 5, 8, 4, 2, 9, 3, 6, 7, 3, 9, 7, 5, 6, 1, 2, 8, 4, 4, 2, 6, 8, 7, 3, 1, 9, 5, 8, 3, 1, 2, 9, 7, 4, 5, 6, 7, 4, 2, 3, 5, 6, 9, 1, 8, 5, 6, 9, 1, 4, 8, 7, 2, 3]"
333,...581....9.......3....9.756.........7....9.6.48.3........473.1..2....5.81......9,4,"(15, 6)","[7, 2, 6, 5, 8, 1, 4, 9, 3, 1, 9, 5, 4, 7, 3, 8, 6, 2, 3, 8, 4, 2, 6, 9, 1, 7, 5, 6, 5, 1, 7, 9, 8, 2, 3, 4, 2, 7, 3, 1, 5, 4, 9, 8, 6, 9, 4, 8, 6, 3, 2, 5, 1, 7, 5, 6, 9, 8, 4, 7, 3, 2, 1, 4, 3, 2, 9, 1, 6, 7, 5, 8, 8, 1, 7, 3, 2, 5, 6, 4, 9]"
334,....1...58......4.713.......3..945...79...4...24.....8...2...71....872.......98..,4,"(63, 87)","[4, 6, 2, 9, 1, 8, 7, 3, 5, 8, 9, 5, 7, 3, 6, 1, 4, 2, 7, 1, 3, 4, 5, 2, 6, 8, 9, 1, 3, 8, 6, 9, 4, 5, 2, 7, 5, 7, 9, 8, 2, 3, 4, 1, 6, 6, 2, 4, 5, 7, 1, 3, 9, 8, 3, 8, 6, 2, 4, 5, 9, 7, 1, 9, 5, 1, 3, 8, 7, 2, 6, 4, 2, 4, 7, 1, 6, 9, 8, 5, 3]"
335,6974....3.....1.....4....5.473.....61.....2.9......3.....7.2.9...86..........94..,4,"(8, 3)","[6, 9, 7, 4, 5, 8, 1, 2, 3, 5, 3, 2, 9, 7, 1, 6, 8, 4, 8, 1, 4, 3, 2, 6, 9, 5, 7, 4, 7, 3, 2, 9, 5, 8, 1, 6, 1, 6, 5, 8, 4, 3, 2, 7, 9, 2, 8, 9, 1, 6, 7, 3, 4, 5, 3, 4, 6, 7, 8, 2, 5, 9, 1, 9, 5, 8, 6, 1, 4, 7, 3, 2, 7, 2, 1, 5, 3, 9, 4, 6, 8]"
336,....7...593....7....2........9..3.7......2...8...5.2.6....8591....6.....71......4,4,"(7, 1)","[4, 8, 1, 9, 7, 6, 3, 2, 5, 9, 3, 6, 5, 2, 4, 7, 8, 1, 5, 7, 2, 3, 1, 8, 4, 6, 9, 1, 2, 9, 4, 6, 3, 5, 7, 8, 6, 5, 7, 8, 9, 2, 1, 4, 3, 8, 4, 3, 1, 5, 7, 2, 9, 6, 3, 6, 4, 7, 8, 5, 9, 1, 2, 2, 9, 5, 6, 4, 1, 8, 3, 7, 7, 1, 8, 2, 3, 9, 6, 5, 4]"
337,.....3.......4.5.9...5...6..6.2...75..1..89.4..9..7....92.1...3.35.7...6.78......,4,"(9, 3)","[5, 1, 7, 9, 6, 3, 8, 4, 2, 3, 8, 6, 7, 4, 2, 5, 1, 9, 9, 2, 4, 5, 8, 1, 3, 6, 7, 8, 6, 3, 2, 9, 4, 1, 7, 5, 7, 5, 1, 6, 3, 8, 9, 2, 4, 2, 4, 9, 1, 5, 7, 6, 3, 8, 4, 9, 2, 8, 1, 6, 7, 5, 3, 1, 3, 5, 4, 7, 9, 2, 8, 6, 6, 7, 8, 3, 2, 5, 4, 9, 1]"
338,4....87...6.....1...24.....1...2...37.4.5.18......7......68.3...5...24..2....5...,4,"(16, 21)","[4, 1, 9, 5, 6, 8, 7, 3, 2, 8, 6, 5, 2, 7, 3, 9, 1, 4, 3, 7, 2, 4, 1, 9, 6, 5, 8, 1, 9, 6, 8, 2, 4, 5, 7, 3, 7, 2, 4, 3, 5, 6, 1, 8, 9, 5, 8, 3, 1, 9, 7, 2, 4, 6, 9, 4, 7, 6, 8, 1, 3, 2, 5, 6, 5, 8, 7, 3, 2, 4, 9, 1, 2, 3, 1, 9, 4, 5, 8, 6, 7]"
339,92...431..5...6.8....7.....5.....6..3...152........97...........9..7....68.2....9,4,"(9, 3)","[9, 2, 6, 8, 5, 4, 3, 1, 7, 7, 5, 3, 1, 9, 6, 4, 8, 2, 4, 1, 8, 7, 2, 3, 5, 9, 6, 5, 4, 2, 9, 8, 7, 6, 3, 1, 3, 7, 9, 6, 1, 5, 2, 4, 8, 8, 6, 1, 3, 4, 2, 9, 7, 5, 1, 3, 7, 5, 6, 9, 8, 2, 4, 2, 9, 5, 4, 7, 8, 1, 6, 3, 6, 8, 4, 2, 3, 1, 7, 5, 9]"
340,9.2.3..4.53....8..7..8........4.8.9....51.....5...37......4.2.6..1.....82.37..1..,4,"(11, 5)","[9, 8, 2, 6, 3, 1, 5, 4, 7, 5, 3, 6, 2, 7, 4, 8, 1, 9, 7, 1, 4, 8, 9, 5, 6, 2, 3, 1, 2, 7, 4, 6, 8, 3, 9, 5, 3, 6, 9, 5, 1, 7, 4, 8, 2, 4, 5, 8, 9, 2, 3, 7, 6, 1, 8, 7, 5, 1, 4, 9, 2, 3, 6, 6, 4, 1, 3, 5, 2, 9, 7, 8, 2, 9, 3, 7, 8, 6, 1, 5, 4]"
341,.8...1..23.7..........68.....38...7.5..4...1..469.5....65.....7........9.....365.,4,"(20, 17)","[6, 8, 4, 7, 9, 1, 5, 3, 2, 3, 9, 7, 5, 2, 4, 8, 6, 1, 2, 5, 1, 3, 6, 8, 7, 9, 4, 9, 2, 3, 8, 1, 6, 4, 7, 5, 5, 7, 8, 4, 3, 2, 9, 1, 6, 1, 4, 6, 9, 7, 5, 2, 8, 3, 4, 6, 5, 1, 8, 9, 3, 2, 7, 8, 3, 2, 6, 5, 7, 1, 4, 9, 7, 1, 9, 2, 4, 3, 6, 5, 8]"
342,..2..1..76..72..45...........7....32..92...1.8....6...7..1.4......5..3....8..7..4,4,"(23, 39)","[3, 9, 2, 4, 5, 1, 6, 8, 7, 6, 8, 1, 7, 2, 3, 9, 4, 5, 4, 7, 5, 8, 6, 9, 1, 2, 3, 1, 6, 7, 9, 4, 5, 8, 3, 2, 5, 3, 9, 2, 7, 8, 4, 1, 6, 8, 2, 4, 3, 1, 6, 7, 5, 9, 7, 5, 3, 1, 9, 4, 2, 6, 8, 9, 4, 6, 5, 8, 2, 3, 7, 1, 2, 1, 8, 6, 3, 7, 5, 9, 4]"
343,.4371.........2...8..9...2.........7....5.2.1.65....9.7....9.8..9.37.......6..9..,4,"(12, 7)","[2, 4, 3, 7, 1, 5, 8, 6, 9, 6, 5, 9, 4, 8, 2, 7, 1, 3, 8, 1, 7, 9, 6, 3, 5, 2, 4, 3, 8, 2, 1, 9, 4, 6, 5, 7, 9, 7, 4, 8, 5, 6, 2, 3, 1, 1, 6, 5, 2, 3, 7, 4, 9, 8, 7, 2, 1, 5, 4, 9, 3, 8, 6, 5, 9, 6, 3, 7, 8, 1, 4, 2, 4, 3, 8, 6, 2, 1, 9, 7, 5]"
344,..7.9...1....4..936..2...4..4...1.8..1......5..872....8....62.....3.2.....58.....,4,"(26, 62)","[4, 3, 7, 6, 9, 5, 8, 2, 1, 5, 8, 2, 1, 4, 7, 6, 9, 3, 6, 9, 1, 2, 8, 3, 5, 4, 7, 7, 4, 6, 5, 3, 1, 9, 8, 2, 2, 1, 9, 4, 6, 8, 7, 3, 5, 3, 5, 8, 7, 2, 9, 4, 1, 6, 8, 7, 3, 9, 1, 6, 2, 5, 4, 9, 6, 4, 3, 5, 2, 1, 7, 8, 1, 2, 5, 8, 7, 4, 3, 6, 9]"
345,8.27.95...1..4....3..6...........137...2.......4.61..24...9.8....5....7......23.6,4,"(10, 4)","[8, 4, 2, 7, 1, 9, 5, 6, 3, 6, 1, 7, 5, 4, 3, 2, 8, 9, 3, 5, 9, 6, 2, 8, 7, 1, 4, 5, 2, 6, 9, 8, 4, 1, 3, 7, 9, 3, 1, 2, 7, 5, 6, 4, 8, 7, 8, 4, 3, 6, 1, 9, 5, 2, 4, 6, 3, 1, 9, 7, 8, 2, 5, 2, 9, 5, 8, 3, 6, 4, 7, 1, 1, 7, 8, 4, 5, 2, 3, 9, 6]"
346,...9...7..3..7.....1...539...9.5....3.......4..86..2..2............378...7....6.2,4,"(10, 2)","[8, 6, 2, 9, 4, 3, 5, 7, 1, 9, 3, 5, 1, 7, 6, 4, 2, 8, 4, 1, 7, 8, 2, 5, 3, 9, 6, 6, 2, 9, 3, 5, 4, 1, 8, 7, 3, 5, 1, 7, 8, 2, 9, 6, 4, 7, 4, 8, 6, 1, 9, 2, 5, 3, 2, 8, 4, 5, 6, 1, 7, 3, 9, 1, 9, 6, 2, 3, 7, 8, 4, 5, 5, 7, 3, 4, 9, 8, 6, 1, 2]"
347,....1.....3....9...2.5.3..............54.981.8.92.6...6......28.5.6.4..9..7...4.6,4,"(10, 4)","[5, 8, 6, 9, 1, 7, 2, 3, 4, 7, 3, 1, 8, 4, 2, 9, 6, 5, 9, 2, 4, 5, 6, 3, 7, 8, 1, 4, 7, 2, 1, 5, 8, 6, 9, 3, 3, 6, 5, 4, 7, 9, 8, 1, 2, 8, 1, 9, 2, 3, 6, 5, 4, 7, 6, 4, 3, 7, 9, 5, 1, 2, 8, 1, 5, 8, 6, 2, 4, 3, 7, 9, 2, 9, 7, 3, 8, 1, 4, 5, 6]"
348,.....16.8...2..5..4.15.8..2.3.1.4....2...9.....6.5....5...7..39..8...7......12...,4,"(42, 88)","[2, 5, 3, 7, 9, 1, 6, 4, 8, 6, 8, 9, 2, 4, 3, 5, 1, 7, 4, 7, 1, 5, 6, 8, 3, 9, 2, 8, 3, 5, 1, 2, 4, 9, 7, 6, 7, 2, 4, 6, 8, 9, 1, 5, 3, 1, 9, 6, 3, 5, 7, 2, 8, 4, 5, 1, 2, 8, 7, 6, 4, 3, 9, 9, 6, 8, 4, 3, 5, 7, 2, 1, 3, 4, 7, 9, 1, 2, 8, 6, 5]"
349,...7....2..4.3....9.1...63...69..5......51..62...4..........4.5.....67...8..73...,4,"(4, 0)","[5, 3, 8, 7, 6, 4, 1, 9, 2, 6, 2, 4, 1, 3, 9, 8, 5, 7, 9, 7, 1, 2, 8, 5, 6, 3, 4, 3, 1, 6, 9, 2, 7, 5, 4, 8, 8, 4, 7, 3, 5, 1, 9, 2, 6, 2, 5, 9, 6, 4, 8, 3, 7, 1, 7, 6, 3, 8, 9, 2, 4, 1, 5, 4, 9, 2, 5, 1, 6, 7, 8, 3, 1, 8, 5, 4, 7, 3, 2, 6, 9]"
350,5...9..6....1..53.............6...8.2....4...9..53.2.4.9...2..88.135....6.2...35.,4,"(15, 18)","[5, 2, 7, 8, 9, 3, 4, 6, 1, 4, 8, 9, 1, 7, 6, 5, 3, 2, 1, 3, 6, 2, 4, 5, 8, 9, 7, 7, 5, 4, 6, 2, 1, 9, 8, 3, 2, 1, 3, 9, 8, 4, 6, 7, 5, 9, 6, 8, 5, 3, 7, 2, 1, 4, 3, 9, 5, 7, 6, 2, 1, 4, 8, 8, 4, 1, 3, 5, 9, 7, 2, 6, 6, 7, 2, 4, 1, 8, 3, 5, 9]"
351,6.....8....2....514..51...9.8...........83.1...3.75.4...4...57...7..9.......5...6,4,"(16, 6)","[6, 1, 5, 3, 9, 4, 8, 2, 7, 3, 9, 2, 7, 6, 8, 4, 5, 1, 4, 7, 8, 5, 1, 2, 3, 6, 9, 5, 8, 9, 1, 4, 6, 7, 3, 2, 7, 4, 6, 2, 8, 3, 9, 1, 5, 1, 2, 3, 9, 7, 5, 6, 4, 8, 9, 6, 4, 8, 2, 1, 5, 7, 3, 2, 5, 7, 6, 3, 9, 1, 8, 4, 8, 3, 1, 4, 5, 7, 2, 9, 6]"
352,..3.......2..689..9.......2..8....13.4689....2....5..........6.....471..8.75....9,4,"(23, 44)","[1, 8, 3, 9, 5, 2, 4, 7, 6, 7, 2, 5, 4, 6, 8, 9, 3, 1, 9, 6, 4, 7, 1, 3, 5, 8, 2, 5, 9, 8, 2, 7, 4, 6, 1, 3, 3, 4, 6, 8, 9, 1, 2, 5, 7, 2, 7, 1, 6, 3, 5, 8, 9, 4, 4, 3, 2, 1, 8, 9, 7, 6, 5, 6, 5, 9, 3, 4, 7, 1, 2, 8, 8, 1, 7, 5, 2, 6, 3, 4, 9]"
353,15......9.8.2...1.2.31......67....2....84...1......8.....521.......8.65..78..3...,4,"(8, 3)","[1, 5, 6, 4, 7, 8, 2, 3, 9, 7, 8, 9, 2, 3, 6, 4, 1, 5, 2, 4, 3, 1, 5, 9, 7, 8, 6, 8, 6, 7, 9, 1, 5, 3, 2, 4, 3, 9, 2, 8, 4, 7, 5, 6, 1, 4, 1, 5, 3, 6, 2, 8, 9, 7, 6, 3, 4, 5, 2, 1, 9, 7, 8, 9, 2, 1, 7, 8, 4, 6, 5, 3, 5, 7, 8, 6, 9, 3, 1, 4, 2]"
354,..8....96.562.4......8.64.3..7....8..214........3..1...4.6..7.1.....5...........9,4,"(13, 9)","[4, 7, 8, 5, 3, 1, 2, 9, 6, 3, 5, 6, 2, 9, 4, 8, 1, 7, 2, 1, 9, 8, 7, 6, 4, 5, 3, 5, 3, 7, 1, 2, 9, 6, 8, 4, 8, 2, 1, 4, 6, 7, 9, 3, 5, 6, 9, 4, 3, 5, 8, 1, 7, 2, 9, 4, 5, 6, 8, 3, 7, 2, 1, 7, 6, 2, 9, 1, 5, 3, 4, 8, 1, 8, 3, 7, 4, 2, 5, 6, 9]"
355,9.4.3.........6.47.76...8.....2.356....9.........5...3...8..4.2.65.....82...9....,4,"(57, 201)","[9, 1, 4, 7, 3, 8, 6, 2, 5, 8, 3, 2, 5, 1, 6, 9, 4, 7, 5, 7, 6, 4, 2, 9, 8, 3, 1, 4, 8, 1, 2, 7, 3, 5, 6, 9, 6, 5, 3, 9, 8, 1, 2, 7, 4, 7, 2, 9, 6, 5, 4, 1, 8, 3, 3, 9, 7, 8, 6, 5, 4, 1, 2, 1, 6, 5, 3, 4, 2, 7, 9, 8, 2, 4, 8, 1, 9, 7, 3, 5, 6]"
356,...5.8..94......2.6....75....31..........38......9..6.9...8574..7.........5..6...,4,"(31, 57)","[2, 3, 1, 5, 4, 8, 6, 7, 9, 4, 5, 7, 6, 3, 9, 1, 2, 8, 6, 8, 9, 2, 1, 7, 5, 3, 4, 8, 6, 3, 1, 5, 2, 4, 9, 7, 5, 9, 4, 7, 6, 3, 8, 1, 2, 7, 1, 2, 8, 9, 4, 3, 6, 5, 9, 2, 6, 3, 8, 5, 7, 4, 1, 3, 7, 8, 4, 2, 1, 9, 5, 6, 1, 4, 5, 9, 7, 6, 2, 8, 3]"
357,..6..3.....576..4.9..5..2...8..2...52........5.1...3.83..2.8.5......6..1.9.......,4,"(14, 6)","[1, 2, 6, 4, 9, 3, 5, 8, 7, 8, 3, 5, 7, 6, 2, 1, 4, 9, 9, 7, 4, 5, 8, 1, 2, 6, 3, 7, 8, 9, 3, 2, 4, 6, 1, 5, 2, 6, 3, 8, 1, 5, 7, 9, 4, 5, 4, 1, 6, 7, 9, 3, 2, 8, 3, 1, 7, 2, 4, 8, 9, 5, 6, 4, 5, 2, 9, 3, 6, 8, 7, 1, 6, 9, 8, 1, 5, 7, 4, 3, 2]"
358,.1......65..........9...41.45..2.8......47.2.8...6..3..9.37....1.3.94...7.....94.,4,"(14, 6)","[2, 1, 8, 4, 3, 9, 7, 5, 6, 5, 4, 7, 2, 1, 6, 3, 9, 8, 3, 6, 9, 7, 5, 8, 4, 1, 2, 4, 5, 6, 1, 2, 3, 8, 7, 9, 9, 3, 1, 8, 4, 7, 6, 2, 5, 8, 7, 2, 9, 6, 5, 1, 3, 4, 6, 9, 4, 3, 7, 2, 5, 8, 1, 1, 8, 3, 5, 9, 4, 2, 6, 7, 7, 2, 5, 6, 8, 1, 9, 4, 3]"
359,.......799.6.....23....786..1..5.....3.7.1..6...8...1.2..59............7..93...25,4,"(26, 31)","[8, 2, 1, 4, 6, 5, 3, 7, 9, 9, 7, 6, 1, 8, 3, 4, 5, 2, 3, 4, 5, 9, 2, 7, 8, 6, 1, 6, 1, 4, 2, 5, 9, 7, 3, 8, 5, 3, 8, 7, 4, 1, 2, 9, 6, 7, 9, 2, 8, 3, 6, 5, 1, 4, 2, 6, 7, 5, 9, 8, 1, 4, 3, 4, 5, 3, 6, 1, 2, 9, 8, 7, 1, 8, 9, 3, 7, 4, 6, 2, 5]"
360,...7.9........14...1.62....15......92..1......345...8...6...2..3.1...8.6.2..6.53.,4,"(11, 4)","[8, 4, 2, 7, 5, 9, 6, 1, 3, 6, 9, 5, 3, 8, 1, 4, 2, 7, 7, 1, 3, 6, 2, 4, 9, 5, 8, 1, 5, 8, 4, 3, 2, 7, 6, 9, 2, 6, 7, 1, 9, 8, 3, 4, 5, 9, 3, 4, 5, 7, 6, 1, 8, 2, 5, 8, 6, 9, 1, 3, 2, 7, 4, 3, 7, 1, 2, 4, 5, 8, 9, 6, 4, 2, 9, 8, 6, 7, 5, 3, 1]"
361,3......6...1....8..7.8.9..27.3..1...4.8.2.5...1......3...9..3......75..6...64..7.,4,"(14, 14)","[3, 8, 2, 5, 1, 7, 9, 6, 4, 9, 6, 1, 2, 3, 4, 7, 8, 5, 5, 7, 4, 8, 6, 9, 1, 3, 2, 7, 5, 3, 4, 9, 1, 6, 2, 8, 4, 9, 8, 3, 2, 6, 5, 1, 7, 2, 1, 6, 7, 5, 8, 4, 9, 3, 6, 4, 7, 9, 8, 2, 3, 5, 1, 8, 3, 9, 1, 7, 5, 2, 4, 6, 1, 2, 5, 6, 4, 3, 8, 7, 9]"
362,..7.5.39......6..71.....56.....62.1492.1...3.......7......9....839........56.8.7.,4,"(10, 4)","[6, 8, 7, 2, 5, 4, 3, 9, 1, 5, 9, 3, 8, 1, 6, 4, 2, 7, 1, 4, 2, 9, 7, 3, 5, 6, 8, 7, 5, 8, 3, 6, 2, 9, 1, 4, 9, 2, 4, 1, 8, 7, 6, 3, 5, 3, 6, 1, 5, 4, 9, 7, 8, 2, 2, 7, 6, 4, 9, 1, 8, 5, 3, 8, 3, 9, 7, 2, 5, 1, 4, 6, 4, 1, 5, 6, 3, 8, 2, 7, 9]"
363,..6.1...5.1...7..284..6..3.59.8..3.....1......7...94......2.9...........38.4...1.,4,"(11, 4)","[2, 3, 6, 9, 1, 4, 8, 7, 5, 9, 1, 5, 3, 8, 7, 6, 4, 2, 8, 4, 7, 5, 6, 2, 1, 3, 9, 5, 9, 4, 8, 7, 6, 3, 2, 1, 6, 2, 8, 1, 4, 3, 5, 9, 7, 1, 7, 3, 2, 5, 9, 4, 6, 8, 4, 6, 1, 7, 2, 8, 9, 5, 3, 7, 5, 9, 6, 3, 1, 2, 8, 4, 3, 8, 2, 4, 9, 5, 7, 1, 6]"
364,..1.4.2..9.....4..82...3..6.......4..53.8...92.......5....5..1...7.3.......6.89.2,4,"(32, 97)","[5, 3, 1, 8, 4, 6, 2, 9, 7, 9, 7, 6, 1, 2, 5, 4, 3, 8, 8, 2, 4, 9, 7, 3, 1, 5, 6, 7, 6, 8, 5, 9, 2, 3, 4, 1, 4, 5, 3, 7, 8, 1, 6, 2, 9, 2, 1, 9, 3, 6, 4, 7, 8, 5, 6, 9, 2, 4, 5, 7, 8, 1, 3, 1, 8, 7, 2, 3, 9, 5, 6, 4, 3, 4, 5, 6, 1, 8, 9, 7, 2]"
365,.........5..8..469....7....93..6...4..5.2...71....529....6...8.4.....9.6.1......3,4,"(21, 61)","[2, 8, 1, 4, 9, 6, 3, 7, 5, 5, 7, 3, 8, 1, 2, 4, 6, 9, 6, 9, 4, 5, 7, 3, 8, 1, 2, 9, 3, 2, 7, 6, 8, 1, 5, 4, 8, 4, 5, 9, 2, 1, 6, 3, 7, 1, 6, 7, 3, 4, 5, 2, 9, 8, 3, 2, 9, 6, 5, 4, 7, 8, 1, 4, 5, 8, 1, 3, 7, 9, 2, 6, 7, 1, 6, 2, 8, 9, 5, 4, 3]"
366,.4....8......6..42....7............52.9.3...1.674.5.....1....3......92.467.3..9..,4,"(7, 2)","[5, 4, 6, 1, 2, 3, 8, 9, 7, 7, 9, 3, 5, 6, 8, 1, 4, 2, 8, 1, 2, 9, 7, 4, 6, 5, 3, 4, 3, 8, 2, 9, 1, 7, 6, 5, 2, 5, 9, 7, 3, 6, 4, 8, 1, 1, 6, 7, 4, 8, 5, 3, 2, 9, 9, 2, 1, 8, 4, 7, 5, 3, 6, 3, 8, 5, 6, 1, 9, 2, 7, 4, 6, 7, 4, 3, 5, 2, 9, 1, 8]"
367,....7.9.8......4..96......1.16....2......43....5.38....34.9.2..698..2....7.......,4,"(4, 1)","[1, 4, 3, 2, 7, 6, 9, 5, 8, 8, 5, 7, 3, 1, 9, 4, 6, 2, 9, 6, 2, 4, 8, 5, 7, 3, 1, 3, 1, 6, 9, 5, 7, 8, 2, 4, 7, 8, 9, 6, 2, 4, 3, 1, 5, 4, 2, 5, 1, 3, 8, 6, 9, 7, 5, 3, 4, 7, 9, 1, 2, 8, 6, 6, 9, 8, 5, 4, 2, 1, 7, 3, 2, 7, 1, 8, 6, 3, 5, 4, 9]"
368,..73..2....8.1..3.2.......9....6..5..9..2.4..8....3..7.4.5.....1....8..3..9....1.,4,"(29, 57)","[9, 1, 7, 3, 8, 6, 2, 4, 5, 4, 5, 8, 2, 1, 9, 7, 3, 6, 2, 3, 6, 4, 7, 5, 1, 8, 9, 7, 2, 1, 9, 6, 4, 3, 5, 8, 3, 9, 5, 8, 2, 7, 4, 6, 1, 8, 6, 4, 1, 5, 3, 9, 2, 7, 6, 4, 3, 5, 9, 1, 8, 7, 2, 1, 7, 2, 6, 4, 8, 5, 9, 3, 5, 8, 9, 7, 3, 2, 6, 1, 4]"
369,2..6..7.3..3...4..5....2......4.....85....9....7..8.1..8.....35.1...7..66..5.....,4,"(8, 2)","[2, 9, 8, 6, 1, 4, 7, 5, 3, 1, 6, 3, 8, 7, 5, 4, 2, 9, 5, 7, 4, 3, 9, 2, 6, 8, 1, 9, 2, 6, 4, 5, 1, 3, 7, 8, 8, 5, 1, 7, 2, 3, 9, 6, 4, 3, 4, 7, 9, 6, 8, 5, 1, 2, 7, 8, 9, 1, 4, 6, 2, 3, 5, 4, 1, 5, 2, 3, 7, 8, 9, 6, 6, 3, 2, 5, 8, 9, 1, 4, 7]"
370,.......2...7...8..5..94........2.3.79....7..4.8....5....25.....6...94....1..3.2..,4,"(11, 2)","[3, 9, 1, 8, 7, 5, 4, 2, 6, 2, 4, 7, 6, 1, 3, 8, 5, 9, 5, 6, 8, 9, 4, 2, 7, 3, 1, 1, 5, 6, 4, 2, 8, 3, 9, 7, 9, 2, 3, 1, 5, 7, 6, 8, 4, 7, 8, 4, 3, 6, 9, 5, 1, 2, 4, 7, 2, 5, 8, 1, 9, 6, 3, 6, 3, 5, 2, 9, 4, 1, 7, 8, 8, 1, 9, 7, 3, 6, 2, 4, 5]"
